Date,Currency_Code,Impact,Actual,Previous
2020-10-21T02:00:00.000Z,NZD,low,0,0
2020-10-21T04:30:00.000Z,JPY,low,0,0
2020-10-21T06:00:00.000Z,GBP,low,1,-1
2020-10-21T06:00:00.000Z,GBP,low,1,0
2020-10-21T06:00:00.000Z,GBP,low,1,1
2020-10-21T06:00:00.000Z,GBP,low,1,0
2020-10-21T06:00:00.000Z,GBP,low,-1,1
2020-10-21T06:00:00.000Z,GBP,low,1,1
2020-10-21T06:00:00.000Z,GBP,low,1,1
2020-10-21T06:00:00.000Z,GBP,low,1,0
2020-10-21T06:00:00.000Z,GBP,med,1,0
2020-10-21T06:00:00.000Z,GBP,med,1,0
2020-10-21T06:00:00.000Z,GBP,high,1,0
2020-10-21T06:00:00.000Z,GBP,low,1,0
2020-10-21T06:00:00.000Z,GBP,low,1,0
2020-10-21T07:30:00.000Z,EUR,med,0,0
2020-10-21T07:45:00.000Z,EUR,low,0,0
2020-10-21T10:00:00.000Z,EUR,med,0,0
2020-10-21T11:00:00.000Z,USD,low,0,0
2020-10-21T11:00:00.000Z,USD,low,0,0
2020-10-21T12:10:00.000Z,GBP,med,0,0
2020-10-21T12:30:00.000Z,CAD,low,-1,1
2020-10-21T12:30:00.000Z,CAD,low,-1,0
2020-10-21T12:30:00.000Z,CAD,med,-1,0
2020-10-21T12:30:00.000Z,CAD,med,1,0
2020-10-21T12:30:00.000Z,CAD,med,0,0
2020-10-21T12:30:00.000Z,CAD,high,1,0
2020-10-21T12:30:00.000Z,CAD,med,1,0
2020-10-21T12:30:00.000Z,CAD,med,1,0
2020-10-21T12:50:00.000Z,USD,med,0,0
2020-10-21T13:55:00.000Z,EUR,low,0,0
2020-10-21T14:00:00.000Z,EUR,med,0,0
2020-10-21T14:00:00.000Z,USD,med,0,0
2020-10-21T14:30:00.000Z,USD,med,0,0
2020-10-21T14:30:00.000Z,USD,med,0,0
2020-10-21T14:30:00.000Z,USD,med,0,0
2020-10-21T14:30:00.000Z,USD,low,0,0
2020-10-21T14:30:00.000Z,USD,low,0,0
2020-10-21T14:30:00.000Z,USD,low,0,0
2020-10-21T14:30:00.000Z,USD,med,0,0
2020-10-21T14:30:00.000Z,USD,low,0,0
2020-10-21T15:30:00.000Z,USD,low,0,0
2020-10-21T15:30:00.000Z,USD,low,0,0
2020-10-21T16:00:00.000Z,EUR,med,0,0
2020-10-21T17:00:00.000Z,USD,low,0,0
2020-10-21T18:00:00.000Z,USD,low,0,0
2020-10-21T22:30:00.000Z,AUD,med,0,0
2020-10-21T23:50:00.000Z,JPY,low,0,1
2020-10-21T23:50:00.000Z,JPY,low,0,-1
2020-10-22T06:00:00.000Z,EUR,high,-1,-1
2020-10-22T06:45:00.000Z,EUR,med,-1,-1
2020-10-22T06:45:00.000Z,EUR,low,1,0
2020-10-22T07:00:00.000Z,EUR,low,0,0
2020-10-22T08:30:00.000Z,GBP,med,0,0
2020-10-22T09:25:00.000Z,GBP,med,0,0
2020-10-22T10:00:00.000Z,GBP,med,1,0
2020-10-22T10:00:00.000Z,GBP,med,1,0
2020-10-22T12:30:00.000Z,USD,low,-1,-1
2020-10-22T12:30:00.000Z,USD,med,-1,-1
2020-10-22T12:30:00.000Z,USD,med,-1,-1
2020-10-22T14:00:00.000Z,EUR,med,-1,0
2020-10-22T14:00:00.000Z,USD,med,1,-1
2020-10-22T14:00:00.000Z,USD,med,1,1
2020-10-22T14:00:00.000Z,USD,low,1,1
2020-10-22T14:00:00.000Z,USD,med,0,0
2020-10-22T14:30:00.000Z,USD,low,0,0
2020-10-22T15:00:00.000Z,USD,low,1,0
2020-10-22T17:00:00.000Z,USD,low,0,0
2020-10-22T17:10:00.000Z,USD,med,0,0
2020-10-22T21:45:00.000Z,NZD,low,-1,0
2020-10-22T21:45:00.000Z,NZD,med,-1,0
2020-10-22T22:00:00.000Z,AUD,low,1,0
2020-10-22T22:00:00.000Z,AUD,med,-1,0
2020-10-22T22:00:00.000Z,AUD,med,1,0
2020-10-22T22:00:00.000Z,USD,med,0,0
2020-10-22T23:01:00.000Z,GBP,high,-1,-1
2020-10-22T23:30:00.000Z,JPY,low,-1,0
2020-10-22T23:30:00.000Z,JPY,med,0,0
2020-10-22T23:30:00.000Z,JPY,high,-1,0
2020-10-22T23:30:00.000Z,JPY,low,0,0
2020-10-23T00:30:00.000Z,JPY,low,-1,0
2020-10-23T00:30:00.000Z,JPY,med,-1,0
2020-10-23T00:30:00.000Z,JPY,med,-1,0
2020-10-23T01:00:00.000Z,USD,med,0,0
2020-10-23T06:00:00.000Z,GBP,low,1,0
2020-10-23T06:00:00.000Z,GBP,low,1,0
2020-10-23T06:00:00.000Z,GBP,med,1,-1
2020-10-23T06:00:00.000Z,GBP,med,1,1
2020-10-23T07:15:00.000Z,EUR,low,1,0
2020-10-23T07:15:00.000Z,EUR,low,1,0
2020-10-23T07:15:00.000Z,EUR,low,1,0
2020-10-23T07:30:00.000Z,EUR,low,1,0
2020-10-23T07:30:00.000Z,EUR,med,0,0
2020-10-23T07:30:00.000Z,EUR,med,1,0
2020-10-23T08:00:00.000Z,EUR,low,1,0
2020-10-23T08:00:00.000Z,EUR,med,-1,0
2020-10-23T08:00:00.000Z,EUR,med,1,0
2020-10-23T08:30:00.000Z,GBP,med,1,0
2020-10-23T08:30:00.000Z,GBP,med,-1,0
2020-10-23T08:30:00.000Z,GBP,low,-1,0
2020-10-23T12:00:00.000Z,EUR,med,0,0
2020-10-23T13:45:00.000Z,USD,med,1,0
2020-10-23T13:45:00.000Z,USD,med,1,0
2020-10-23T13:45:00.000Z,USD,med,1,0
2020-10-23T17:00:00.000Z,USD,low,0,0
2020-10-23T17:00:00.000Z,USD,low,0,0
2020-10-26,NZD,low,0,0
2020-10-26,CNY,med,0,0
2020-10-26T05:00:00.000Z,JPY,low,-1,0
2020-10-26T05:00:00.000Z,JPY,low,-1,0
2020-10-26T09:00:00.000Z,EUR,low,-1,-1
2020-10-26T09:00:00.000Z,EUR,low,1,0
2020-10-26T09:00:00.000Z,EUR,high,1,-1
2020-10-26T11:00:00.000Z,EUR,low,0,0
2020-10-26T12:30:00.000Z,USD,med,1,1
2020-10-26T14:00:00.000Z,EUR,low,0,0
2020-10-26T14:00:00.000Z,EUR,low,0,0
2020-10-26T14:00:00.000Z,EUR,low,0,0
2020-10-26T14:00:00.000Z,USD,med,-1,-1
2020-10-26T14:00:00.000Z,USD,med,-1,-1
2020-10-26T14:30:00.000Z,USD,med,1,0
2020-10-26T15:30:00.000Z,CHF,med,0,0
2020-10-26T21:45:00.000Z,NZD,low,1,-1
2020-10-26T21:45:00.000Z,NZD,low,-1,0
2020-10-26T21:45:00.000Z,NZD,med,-1,1
2020-10-27,CNY,med,0,0
2020-10-27T01:30:00.000Z,CNY,low,-1,0
2020-10-27T07:30:00.000Z,AUD,med,0,0
2020-10-27T07:45:00.000Z,EUR,low,-1,0
2020-10-27T09:00:00.000Z,EUR,low,1,0
2020-10-27T09:00:00.000Z,EUR,low,1,0
2020-10-27T09:00:00.000Z,EUR,low,-1,0
2020-10-27T11:00:00.000Z,EUR,low,-1,0
2020-10-27T11:00:00.000Z,EUR,med,-1,0
2020-10-27T11:00:00.000Z,GBP,med,-1,0
2020-10-27T12:30:00.000Z,USD,low,1,1
2020-10-27T12:30:00.000Z,USD,med,1,1
2020-10-27T12:30:00.000Z,USD,high,1,0
2020-10-27T12:55:00.000Z,USD,low,0,0
2020-10-27T12:55:00.000Z,USD,low,0,0
2020-10-27T13:00:00.000Z,USD,low,1,1
2020-10-27T13:00:00.000Z,USD,med,1,1
2020-10-27T13:00:00.000Z,USD,med,1,1
2020-10-27T13:00:00.000Z,USD,low,1,0
2020-10-27T14:00:00.000Z,USD,high,-1,-1
2020-10-27T14:00:00.000Z,USD,low,1,0
2020-10-27T15:30:00.000Z,USD,low,0,0
2020-10-27T15:30:00.000Z,USD,low,0,0
2020-10-27T17:00:00.000Z,USD,low,0,0
2020-10-27T17:00:00.000Z,EUR,med,0,0
2020-10-27T20:30:00.000Z,USD,med,0,0
2020-10-28,CNY,med,0,0
2020-10-28T00:30:00.000Z,AUD,low,1,0
2020-10-28T00:30:00.000Z,AUD,low,-1,0
2020-10-28T00:30:00.000Z,AUD,low,1,0
2020-10-28T00:30:00.000Z,AUD,med,1,0
2020-10-28T00:30:00.000Z,AUD,med,1,0
2020-10-28T00:30:00.000Z,AUD,low,1,0
2020-10-28T07:00:00.000Z,EUR,low,-1,0
2020-10-28T07:00:00.000Z,EUR,low,1,0
2020-10-28T07:45:00.000Z,EUR,low,1,0
2020-10-28T09:00:00.000Z,CHF,low,-1,0
2020-10-28T10:40:00.000Z,EUR,low,0,0
2020-10-28T11:00:00.000Z,USD,low,0,0
2020-10-28T11:00:00.000Z,USD,low,0,0
2020-10-28T12:30:00.000Z,USD,med,1,-1
2020-10-28T12:30:00.000Z,USD,med,-1,-1
2020-10-28T14:00:00.000Z,CAD,high,0,0
2020-10-28T14:00:00.000Z,CAD,low,0,0
2020-10-28T14:30:00.000Z,USD,med,0,0
2020-10-28T14:30:00.000Z,USD,low,0,0
2020-10-28T14:30:00.000Z,USD,low,0,0
2020-10-28T14:30:00.000Z,USD,low,0,0
2020-10-28T14:30:00.000Z,USD,med,0,0
2020-10-28T14:30:00.000Z,USD,low,0,0
2020-10-28T14:30:00.000Z,USD,med,0,0
2020-10-28T14:30:00.000Z,USD,med,0,0
2020-10-28T15:30:00.000Z,USD,low,0,0
2020-10-28T15:30:00.000Z,USD,low,0,0
2020-10-28T17:00:00.000Z,USD,low,0,0
2020-10-28T17:00:00.000Z,USD,low,0,0
2020-10-28T23:50:00.000Z,JPY,low,0,1
2020-10-28T23:50:00.000Z,JPY,low,0,1
2020-10-28T23:50:00.000Z,JPY,low,-1,0
2020-10-28T23:50:00.000Z,JPY,med,-1,0
2020-10-29T00:00:00.000Z,NZD,low,-1,0
2020-10-29,CNY,med,0,0
2020-10-29T00:30:00.000Z,AUD,low,-1,0
2020-10-29T00:30:00.000Z,AUD,low,-1,0
2020-10-29T03:00:00.000Z,JPY,med,0,0
2020-10-29T03:00:00.000Z,JPY,med,0,0
2020-10-29T05:00:00.000Z,JPY,high,-1,0
2020-10-29T07:00:00.000Z,EUR,med,0,1
2020-10-29T08:55:00.000Z,EUR,med,1,0
2020-10-29T08:55:00.000Z,EUR,med,-1,-1
2020-10-29T09:00:00.000Z,GBP,low,1,0
2020-10-29T09:30:00.000Z,GBP,low,1,-1
2020-10-29T09:30:00.000Z,GBP,med,-1,0
2020-10-29T09:30:00.000Z,GBP,med,1,1
2020-10-29T09:30:00.000Z,GBP,med,1,-1
2020-10-29T10:00:00.000Z,EUR,med,0,0
2020-10-29T10:00:00.000Z,EUR,low,1,0
2020-10-29T10:00:00.000Z,EUR,med,1,-1
2020-10-29T10:00:00.000Z,EUR,low,1,-1
2020-10-29T10:00:00.000Z,EUR,low,1,-1
2020-10-29T12:30:00.000Z,CAD,low,0,-1
2020-10-29T12:30:00.000Z,USD,med,0,0
2020-10-29T12:30:00.000Z,USD,low,0,0
2020-10-29T12:30:00.000Z,USD,low,0,0
2020-10-29T12:30:00.000Z,USD,high,1,0
2020-10-29T12:30:00.000Z,USD,med,1,1
2020-10-29T12:30:00.000Z,USD,med,1,1
2020-10-29T12:30:00.000Z,USD,low,-1,1
2020-10-29T12:30:00.000Z,CAD,low,1,-1
2020-10-29T12:45:00.000Z,EUR,med,0,0
2020-10-29T12:45:00.000Z,EUR,med,0,0
2020-10-29T12:45:00.000Z,EUR,med,0,0
2020-10-29T13:00:00.000Z,EUR,low,-1,0
2020-10-29T13:00:00.000Z,EUR,low,-1,0
2020-10-29T13:00:00.000Z,EUR,low,-1,0
2020-10-29T13:00:00.000Z,EUR,med,0,0
2020-10-29T13:30:00.000Z,EUR,med,0,0
2020-10-29T14:00:00.000Z,USD,low,-1,0
2020-10-29T14:00:00.000Z,USD,med,1,1
2020-10-29T14:30:00.000Z,USD,low,0,0
2020-10-29T17:00:00.000Z,USD,low,0,0
2020-10-29T23:30:00.000Z,NZD,low,0,0
2020-10-29T23:30:00.000Z,JPY,low,-1,0
2020-10-29T23:30:00.000Z,JPY,med,-1,0
2020-10-29T23:30:00.000Z,JPY,low,-1,0
2020-10-29T23:30:00.000Z,JPY,low,-1,0
2020-10-29T23:50:00.000Z,JPY,med,1,0
2020-10-29T23:50:00.000Z,JPY,low,1,0
2020-10-30T00:30:00.000Z,AUD,low,0,0
2020-10-30T00:30:00.000Z,AUD,low,-1,0
2020-10-30T00:30:00.000Z,AUD,low,-1,0
2020-10-30T00:30:00.000Z,AUD,med,-1,0
2020-10-30T05:00:00.000Z,JPY,med,-1,0
2020-10-30T06:00:00.000Z,JPY,low,-1,0
2020-10-30T06:30:00.000Z,EUR,med,1,1
2020-10-30T06:30:00.000Z,EUR,low,-1,-1
2020-10-30T07:00:00.000Z,GBP,med,1,0
2020-10-30T07:00:00.000Z,GBP,med,1,0
2020-10-30T07:00:00.000Z,EUR,med,1,-1
2020-10-30T07:00:00.000Z,EUR,med,-1,-1
2020-10-30T07:30:00.000Z,CHF,low,-1,1
2020-10-30T07:30:00.000Z,CHF,med,-1,1
2020-10-30T07:45:00.000Z,EUR,low,-1,0
2020-10-30T07:45:00.000Z,EUR,low,-1,0
2020-10-30T07:45:00.000Z,EUR,med,-1,0
2020-10-30T07:45:00.000Z,EUR,low,-1,0
2020-10-30T08:00:00.000Z,CHF,high,-1,-1
2020-10-30T09:00:00.000Z,EUR,med,1,-1
2020-10-30T09:00:00.000Z,EUR,high,1,0
2020-10-30T09:00:00.000Z,EUR,med,0,0
2020-10-30T10:00:00.000Z,EUR,med,1,-1
2020-10-30T10:00:00.000Z,EUR,med,1,0
2020-10-30T10:00:00.000Z,EUR,med,1,-1
2020-10-30T10:00:00.000Z,EUR,med,0,0
2020-10-30T10:00:00.000Z,EUR,med,-1,0
2020-10-30T10:00:00.000Z,EUR,med,0,0
2020-10-30T12:00:00.000Z,EUR,med,0,0
2020-10-30T12:30:00.000Z,CAD,low,-1,0
2020-10-30T12:30:00.000Z,CAD,low,0,0
2020-10-30T12:30:00.000Z,CAD,low,0,-1
2020-10-30T12:30:00.000Z,CAD,low,0,1
2020-10-30T12:30:00.000Z,CAD,med,1,1
2020-10-30T12:30:00.000Z,USD,low,0,0
2020-10-30T12:30:00.000Z,USD,low,-1,-1
2020-10-30T12:30:00.000Z,USD,med,-1,-1
2020-10-30T12:30:00.000Z,USD,med,-1,0
2020-10-30T12:30:00.000Z,USD,high,1,1
2020-10-30T12:30:00.000Z,USD,high,1,0
2020-10-30T12:30:00.000Z,USD,low,0,0
2020-10-30T12:30:00.000Z,USD,low,0,0
2020-10-30T12:30:00.000Z,USD,med,-1,0
2020-10-30T13:45:00.000Z,USD,med,1,0
2020-10-30T14:00:00.000Z,USD,med,1,0
2020-10-30T14:00:00.000Z,USD,med,0,0
2020-10-30T14:00:00.000Z,USD,high,1,0
2020-10-30T14:00:00.000Z,USD,med,-1,0
2020-10-30T14:00:00.000Z,USD,med,1,0
2020-10-30T14:30:00.000Z,EUR,med,0,0
2020-10-30T15:00:00.000Z,CAD,low,1,0
2020-10-30T17:00:00.000Z,USD,low,0,0
2020-10-30T17:00:00.000Z,USD,low,0,0
2020-10-31T01:00:00.000Z,CNY,med,1,0
2020-10-31T01:00:00.000Z,CNY,high,0,0
2020-10-31T11:00:00.000Z,EUR,low,0,0
2020-11-01,EUR,low,0,0
2020-11-01T21:30:00.000Z,AUD,med,1,0
2020-11-01T21:45:00.000Z,NZD,low,1,-1
2020-11-01T22:00:00.000Z,AUD,med,0,0
2020-11-02T00:30:00.000Z,AUD,med,1,-1
2020-11-02T00:30:00.000Z,AUD,low,1,1
2020-11-02T00:30:00.000Z,JPY,med,1,0
2020-11-02T00:30:00.000Z,AUD,low,0,1
2020-11-02T00:30:00.000Z,AUD,low,0,0
2020-11-02T01:00:00.000Z,AUD,low,0,0
2020-11-02T01:45:00.000Z,CNY,high,1,0
2020-11-02T08:30:00.000Z,CHF,low,1,0
2020-11-02T08:50:00.000Z,EUR,low,1,0
2020-11-02T08:55:00.000Z,EUR,med,1,0
2020-11-02T09:00:00.000Z,EUR,med,1,0
2020-11-02T09:30:00.000Z,GBP,med,1,0
2020-11-02T10:00:00.000Z,EUR,low,-1,0
2020-11-02T14:00:00.000Z,EUR,low,0,0
2020-11-02T14:00:00.000Z,EUR,low,0,0
2020-11-02T14:00:00.000Z,EUR,low,0,0
2020-11-02T14:00:00.000Z,EUR,med,0,0
2020-11-02T14:30:00.000Z,CAD,med,-1,0
2020-11-02T14:45:00.000Z,USD,med,1,0
2020-11-02T15:00:00.000Z,USD,med,1,0
2020-11-02T15:00:00.000Z,USD,med,1,0
2020-11-02T15:00:00.000Z,USD,med,1,0
2020-11-02T15:00:00.000Z,USD,med,-1,-1
2020-11-02T15:00:00.000Z,USD,med,1,0
2020-11-03,JPY,low,0,0
2020-11-03,USD,high,0,0
2020-11-03T03:30:00.000Z,AUD,high,0,0
2020-11-03T07:30:00.000Z,CHF,low,1,0
2020-11-03T07:30:00.000Z,CHF,med,1,0
2020-11-03T07:45:00.000Z,EUR,low,-1,-1
2020-11-03,EUR,high,0,0
2020-11-03T10:00:00.000Z,EUR,med,0,0
2020-11-03T13:55:00.000Z,USD,low,0,0
2020-11-03T13:55:00.000Z,USD,low,0,0
2020-11-03T14:10:00.000Z,NZD,low,0,0
2020-11-03T14:45:00.000Z,USD,low,1,0
2020-11-03T15:00:00.000Z,USD,low,1,1
2020-11-03T15:00:00.000Z,USD,med,1,-1
2020-11-03T16:00:00.000Z,EUR,med,0,0
2020-11-03T16:30:00.000Z,USD,low,0,0
2020-11-03T16:30:00.000Z,USD,low,0,0
2020-11-03T18:00:00.000Z,EUR,med,0,0
2020-11-03T21:30:00.000Z,USD,med,0,0
2020-11-03T21:45:00.000Z,AUD,low,1,0
2020-11-03T21:45:00.000Z,NZD,low,1,0
2020-11-03T21:45:00.000Z,NZD,low,1,1
2020-11-03T21:45:00.000Z,NZD,low,1,0
2020-11-03T21:45:00.000Z,NZD,med,1,0
2020-11-03T21:45:00.000Z,NZD,med,-1,1
2020-11-03T22:00:00.000Z,AUD,med,-1,0
2020-11-03T22:00:00.000Z,AUD,low,-1,0
2020-11-03T23:50:00.000Z,JPY,med,0,0
2020-11-04T00:30:00.000Z,AUD,low,0,0
2020-11-04T00:30:00.000Z,AUD,med,1,0
2020-11-04T01:45:00.000Z,CNY,low,1,0
2020-11-04T01:45:00.000Z,CNY,med,1,0
2020-11-04T03:45:00.000Z,JPY,low,0,0
2020-11-04T08:45:00.000Z,EUR,low,0,0
2020-11-04T08:50:00.000Z,EUR,low,0,0
2020-11-04T08:50:00.000Z,EUR,low,-1,0
2020-11-04T08:55:00.000Z,EUR,low,1,0
2020-11-04T08:55:00.000Z,EUR,med,1,0
2020-11-04T09:00:00.000Z,EUR,med,1,0
2020-11-04T09:00:00.000Z,EUR,low,1,0
2020-11-04T09:30:00.000Z,GBP,med,-1,0
2020-11-04T09:30:00.000Z,GBP,low,-1,0
2020-11-04T10:00:00.000Z,EUR,low,-1,0
2020-11-04T10:00:00.000Z,EUR,low,-1,-1
2020-11-04T10:40:00.000Z,EUR,low,0,0
2020-11-04T12:00:00.000Z,USD,low,0,0
2020-11-04T12:00:00.000Z,USD,low,0,0
2020-11-04T13:15:00.000Z,USD,high,-1,1
2020-11-04T13:30:00.000Z,CAD,high,-1,-1
2020-11-04T13:30:00.000Z,CAD,low,1,1
2020-11-04T13:30:00.000Z,CAD,low,1,-1
2020-11-04T13:30:00.000Z,USD,low,1,1
2020-11-04T13:30:00.000Z,USD,low,1,0
2020-11-04T13:30:00.000Z,USD,high,-1,1
2020-11-04T13:30:00.000Z,USD,low,0,0
2020-11-04T14:45:00.000Z,USD,med,1,0
2020-11-04T14:45:00.000Z,USD,med,1,0
2020-11-04T15:00:00.000Z,USD,med,1,0
2020-11-04T15:00:00.000Z,USD,med,-1,0
2020-11-04T15:00:00.000Z,USD,med,-1,0
2020-11-04T15:00:00.000Z,USD,med,1,0
2020-11-04T15:00:00.000Z,USD,med,-1,0
2020-11-04T15:00:00.000Z,EUR,low,0,0
2020-11-04T15:30:00.000Z,USD,med,0,0
2020-11-04T15:30:00.000Z,USD,med,0,0
2020-11-04T15:30:00.000Z,USD,med,0,0
2020-11-04T15:30:00.000Z,USD,low,0,0
2020-11-04T15:30:00.000Z,USD,low,0,0
2020-11-04T15:30:00.000Z,USD,low,0,0
2020-11-04T15:30:00.000Z,USD,med,0,0
2020-11-04T15:30:00.000Z,USD,low,0,0
2020-11-04T16:30:00.000Z,USD,low,0,0
2020-11-04T16:30:00.000Z,USD,low,0,0
2020-11-05T00:00:00.000Z,USD,med,0,1
2020-11-05T00:30:00.000Z,JPY,low,1,0
2020-11-05T00:30:00.000Z,JPY,med,1,0
2020-11-05T00:30:00.000Z,AUD,high,1,-1
2020-11-05T00:30:00.000Z,AUD,low,1,-1
2020-11-05T00:30:00.000Z,AUD,low,-1,-1
2020-11-05T00:30:00.000Z,NZD,low,-1,0
2020-11-05T06:45:00.000Z,CHF,high,1,0
2020-11-05T07:00:00.000Z,EUR,med,-1,1
2020-11-05T07:00:00.000Z,GBP,med,0,0
2020-11-05T07:00:00.000Z,GBP,high,0,0
2020-11-05T07:00:00.000Z,GBP,med,1,0
2020-11-05T07:00:00.000Z,GBP,med,0,0
2020-11-05T07:00:00.000Z,GBP,med,0,0
2020-11-05T07:00:00.000Z,GBP,med,0,0
2020-11-05T07:00:00.000Z,GBP,med,0,0
2020-11-05T08:30:00.000Z,EUR,low,-1,0
2020-11-05T08:30:00.000Z,EUR,low,-1,0
2020-11-05T08:30:00.000Z,EUR,med,1,0
2020-11-05T09:00:00.000Z,GBP,low,1,0
2020-11-05T09:30:00.000Z,GBP,med,-1,0
2020-11-05T10:00:00.000Z,EUR,med,-1,1
2020-11-05T10:00:00.000Z,EUR,low,-1,-1
2020-11-05T10:00:00.000Z,EUR,low,-1,1
2020-11-05T10:00:00.000Z,EUR,low,1,1
2020-11-05T10:00:00.000Z,EUR,low,0,0
2020-11-05T11:40:00.000Z,EUR,med,0,0
2020-11-05T12:00:00.000Z,GBP,med,0,0
2020-11-05T12:30:00.000Z,USD,low,-1,0
2020-11-05T12:30:00.000Z,GBP,med,0,0
2020-11-05T13:30:00.000Z,USD,med,1,-1
2020-11-05T13:30:00.000Z,USD,med,-1,1
2020-11-05T13:30:00.000Z,USD,med,1,1
2020-11-05T13:30:00.000Z,USD,low,1,1
2020-11-05T13:30:00.000Z,USD,med,1,1
2020-11-05T15:00:00.000Z,EUR,med,0,0
2020-11-05T15:00:00.000Z,CHF,low,0,0
2020-11-05T15:10:00.000Z,EUR,low,0,0
2020-11-05T15:30:00.000Z,USD,low,0,0
2020-11-05T19:00:00.000Z,USD,high,0,0
2020-11-05T19:30:00.000Z,USD,med,0,0
2020-11-05T21:30:00.000Z,AUD,med,1,0
2020-11-05T23:30:00.000Z,JPY,low,0,0
2020-11-05T23:30:00.000Z,JPY,low,1,0
2020-11-05T23:30:00.000Z,JPY,low,-1,0
2020-11-05T23:50:00.000Z,JPY,low,0,1
2020-11-05T23:50:00.000Z,JPY,low,0,-1
2020-11-06T00:30:00.000Z,AUD,med,0,0
2020-11-06T02:00:00.000Z,NZD,low,1,0
2020-11-06T07:00:00.000Z,EUR,med,-1,1
2020-11-06T07:45:00.000Z,EUR,low,-1,0
2020-11-06T07:45:00.000Z,EUR,med,1,0
2020-11-06T07:45:00.000Z,EUR,low,1,0
2020-11-06T08:00:00.000Z,CHF,low,0,1
2020-11-06T08:30:00.000Z,GBP,med,-1,-1
2020-11-06T08:30:00.000Z,GBP,med,-1,0
2020-11-06T13:30:00.000Z,CAD,low,0,0
2020-11-06T13:30:00.000Z,CAD,med,-1,1
2020-11-06T13:30:00.000Z,CAD,med,1,0
2020-11-06T13:30:00.000Z,CAD,med,1,0
2020-11-06T13:30:00.000Z,CAD,med,-1,0
2020-11-06T13:30:00.000Z,CAD,med,1,0
2020-11-06T13:30:00.000Z,USD,high,0,-1
2020-11-06T13:30:00.000Z,USD,high,1,1
2020-11-06T13:30:00.000Z,USD,high,1,0
2020-11-06T13:30:00.000Z,USD,low,1,1
2020-11-06T13:30:00.000Z,USD,low,-1,-1
2020-11-06T13:30:00.000Z,USD,low,-1,-1
2020-11-06T13:30:00.000Z,USD,low,1,1
2020-11-06T13:30:00.000Z,USD,low,1,0
2020-11-06T13:30:00.000Z,USD,low,-1,-1
2020-11-06T14:00:00.000Z,CAD,med,0,0
2020-11-06T14:00:00.000Z,CAD,med,0,0
2020-11-06T15:00:00.000Z,CAD,high,1,0
2020-11-06T15:00:00.000Z,USD,med,-1,-1
2020-11-06T18:00:00.000Z,USD,low,0,0
2020-11-06T18:00:00.000Z,USD,low,0,0
2020-11-06T20:00:00.000Z,USD,low,1,1
2020-11-07T02:20:00.000Z,CNY,low,-1,0
2020-11-07T03:00:00.000Z,CNY,med,-1,0
2020-11-07T03:00:00.000Z,CNY,med,1,0
2020-11-07T03:00:00.000Z,CNY,med,1,0
2020-11-08T23:00:00.000Z,JPY,low,1,0
2020-11-08T23:50:00.000Z,JPY,med,0,0
2020-11-08T23:50:00.000Z,JPY,low,0,0
2020-11-09T00:30:00.000Z,AUD,med,0,0
2020-11-09T05:00:00.000Z,JPY,low,1,1
2020-11-09T05:00:00.000Z,JPY,low,1,0
2020-11-09T06:45:00.000Z,CHF,med,1,0
2020-11-09T07:00:00.000Z,EUR,low,1,0
2020-11-09T07:00:00.000Z,EUR,low,0,0
2020-11-09T07:00:00.000Z,EUR,low,0,1
2020-11-09T07:00:00.000Z,EUR,low,0,-1
2020-11-09T07:00:00.000Z,EUR,high,1,-1
2020-11-09T09:25:00.000Z,EUR,med,0,0
2020-11-09T10:35:00.000Z,GBP,med,0,0
2020-11-09T12:00:00.000Z,EUR,med,0,0
2020-11-09T14:00:00.000Z,EUR,low,0,0
2020-11-09T14:00:00.000Z,EUR,low,0,0
2020-11-09T14:00:00.000Z,EUR,low,0,0
2020-11-09T14:00:00.000Z,GBP,med,0,0
2020-11-09T16:00:00.000Z,USD,low,1,0
2020-11-09T16:30:00.000Z,USD,low,0,0
2020-11-09T16:30:00.000Z,USD,low,0,0
2020-11-09T18:00:00.000Z,USD,low,0,0
2020-11-09T18:30:00.000Z,USD,med,0,0
2020-11-09T19:20:00.000Z,USD,med,0,0
2020-11-09T21:45:00.000Z,NZD,low,0,0
2020-11-09T21:45:00.000Z,NZD,low,0,0
2020-11-09T23:50:00.000Z,JPY,low,0,0
2020-11-09T23:50:00.000Z,JPY,med,-1,0
2020-11-10T00:30:00.000Z,AUD,high,1,0
2020-11-10T01:30:00.000Z,CNY,med,-1,0
2020-11-10T01:30:00.000Z,CNY,med,-1,0
2020-11-10T01:30:00.000Z,CNY,med,-1,0
2020-11-10T03:45:00.000Z,JPY,low,0,0
2020-11-10T05:00:00.000Z,JPY,low,-1,0
2020-11-10T05:00:00.000Z,JPY,low,-1,0
2020-11-10T06:30:00.000Z,EUR,low,-1,0
2020-11-10T07:00:00.000Z,GBP,med,1,1
2020-11-10T07:00:00.000Z,GBP,med,1,1
2020-11-10T07:00:00.000Z,GBP,med,1,0
2020-11-10T07:00:00.000Z,GBP,high,-1,-1
2020-11-10T07:00:00.000Z,GBP,med,-1,0
2020-11-10T07:45:00.000Z,EUR,med,1,-1
2020-11-10T10:00:00.000Z,EUR,med,-1,0
2020-11-10T10:00:00.000Z,EUR,med,1,0
2020-11-10T10:00:00.000Z,EUR,med,-1,0
2020-11-10T11:00:00.000Z,USD,low,1,0
2020-11-10T13:55:00.000Z,USD,low,0,0
